               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 131,            0.040286,            0.010181,            0.005078,             0.99759,              0.9755,             0.97555,             0.64488,            0.023519,           0.0046507,           0.0031799,            0.007426,            0.007426,            0.007426
                 132,            0.047249,           0.0093263,           0.0041583,             0.99759,              0.9755,             0.97555,             0.64488,            0.023519,           0.0046507,           0.0031799,           0.0074062,           0.0074062,           0.0074062
                 133,            0.042808,           0.0081095,           0.0047049,             0.99705,             0.97619,             0.97552,             0.76508,            0.019253,           0.0044422,           0.0031189,           0.0073864,           0.0073864,           0.0073864
                 134,            0.041804,           0.0084706,           0.0047621,             0.94829,             0.95133,             0.99115,             0.68852,            0.017928,            0.004383,           0.0029489,           0.0073666,           0.0073666,           0.0073666
                 135,            0.044536,            0.010696,           0.0041257,             0.99228,             0.97619,              0.9918,             0.69303,            0.017839,           0.0043221,           0.0028694,           0.0073468,           0.0073468,           0.0073468
                 136,            0.042182,           0.0086299,           0.0040347,             0.99228,             0.97619,              0.9918,             0.69303,            0.017839,           0.0043221,           0.0028694,            0.007327,            0.007327,            0.007327
                 137,            0.042407,           0.0074388,           0.0038312,             0.99938,             0.97619,             0.97536,             0.73598,            0.014461,           0.0042489,           0.0028234,           0.0073072,           0.0073072,           0.0073072
                 138,            0.042931,           0.0072196,           0.0044629,             0.99816,             0.97619,             0.97773,             0.59258,            0.019452,           0.0044871,           0.0027685,           0.0072874,           0.0072874,           0.0072874
                 139,             0.04128,           0.0065205,           0.0042621,             0.99004,             0.95193,             0.98937,             0.57884,            0.019456,           0.0044157,           0.0027941,           0.0072676,           0.0072676,           0.0072676
                 140,            0.039345,           0.0081691,           0.0039655,             0.99004,             0.95193,             0.98937,             0.57884,            0.019456,           0.0044157,           0.0027941,           0.0072478,           0.0072478,           0.0072478
                 141,            0.038063,           0.0071295,           0.0049707,             0.97293,             0.97619,             0.97415,             0.63627,            0.016974,            0.004296,           0.0027912,            0.007228,            0.007228,            0.007228
                 142,            0.037391,           0.0073573,           0.0048282,             0.81194,             0.97619,             0.92045,             0.58988,            0.016069,           0.0043642,           0.0027798,           0.0072082,           0.0072082,           0.0072082
                 143,            0.041064,           0.0094151,           0.0073845,              0.9965,             0.97619,             0.97535,             0.75726,            0.017075,            0.004371,           0.0027899,           0.0071884,           0.0071884,           0.0071884
                 144,             0.04288,           0.0084232,           0.0047987,              0.9965,             0.97619,             0.97535,             0.75726,            0.017075,            0.004371,           0.0027899,           0.0071686,           0.0071686,           0.0071686
                 145,            0.037517,           0.0087021,           0.0044036,             0.99642,             0.97619,             0.97535,             0.83535,            0.013703,           0.0042656,           0.0027755,           0.0071488,           0.0071488,           0.0071488
                 146,            0.035268,           0.0085802,           0.0068005,             0.99729,             0.97619,             0.97983,             0.72884,            0.015771,           0.0042749,           0.0027418,            0.007129,            0.007129,            0.007129
                 147,            0.038126,           0.0090215,           0.0055155,             0.99797,             0.97619,             0.98118,             0.57016,            0.026211,           0.0048455,           0.0027275,           0.0071092,           0.0071092,           0.0071092
                 148,            0.048258,             0.00979,           0.0038226,             0.99797,             0.97619,             0.98118,             0.57016,            0.026211,           0.0048455,           0.0027275,           0.0070894,           0.0070894,           0.0070894
                 149,            0.041865,           0.0083356,           0.0047647,             0.97771,             0.97619,             0.97539,             0.66526,            0.024147,           0.0046764,            0.002732,           0.0070696,           0.0070696,           0.0070696
                 150,            0.040072,           0.0089886,           0.0041253,             0.99723,             0.97623,               0.995,             0.78449,            0.020087,           0.0044874,           0.0028199,           0.0070498,           0.0070498,           0.0070498
                 151,            0.040221,           0.0081328,           0.0046938,             0.99972,             0.97619,             0.97536,             0.60795,            0.018607,           0.0043974,           0.0030086,             0.00703,             0.00703,             0.00703
                 152,            0.039218,           0.0081789,           0.0047876,             0.99972,             0.97619,             0.97536,             0.60795,            0.018607,           0.0043974,           0.0030086,           0.0070102,           0.0070102,           0.0070102
                 153,            0.038496,           0.0079843,           0.0079132,             0.99623,                   1,               0.995,             0.61084,            0.019237,           0.0042868,            0.003193,           0.0069904,           0.0069904,           0.0069904
                 154,            0.038515,           0.0074088,           0.0062441,             0.99426,             0.97619,             0.98053,             0.76143,            0.014254,            0.004134,            0.003219,           0.0069706,           0.0069706,           0.0069706
                 155,             0.03514,            0.010269,            0.004399,             0.99173,             0.97619,             0.98156,             0.77349,            0.019074,           0.0042718,           0.0032022,           0.0069508,           0.0069508,           0.0069508
                 156,             0.03603,           0.0070947,           0.0059089,             0.99173,             0.97619,             0.98156,             0.77349,            0.019074,           0.0042718,           0.0032022,            0.006931,            0.006931,            0.006931
                 157,            0.042547,           0.0071268,           0.0044772,             0.99771,             0.97619,                0.98,             0.76069,            0.016695,           0.0041749,           0.0032689,           0.0069112,           0.0069112,           0.0069112
                 158,            0.039558,           0.0095221,           0.0046221,             0.99758,             0.97619,              0.9754,             0.87191,            0.015094,            0.004059,           0.0033236,           0.0068914,           0.0068914,           0.0068914
                 159,            0.036266,           0.0070735,           0.0051681,             0.89763,             0.97514,             0.93977,             0.72864,            0.015395,           0.0040178,           0.0032455,           0.0068716,           0.0068716,           0.0068716
                 160,            0.039628,           0.0091465,           0.0052567,             0.89763,             0.97514,             0.93977,             0.72864,            0.015395,           0.0040178,           0.0032455,           0.0068518,           0.0068518,           0.0068518
                 161,            0.034312,           0.0084328,           0.0049529,             0.99933,             0.97619,             0.97737,             0.81078,            0.011552,           0.0038843,           0.0032401,            0.006832,            0.006832,            0.006832
                 162,            0.031167,           0.0078131,           0.0059845,             0.96966,                   1,                0.98,             0.80367,            0.014745,           0.0040641,           0.0032105,           0.0068122,           0.0068122,           0.0068122
                 163,            0.033331,           0.0069355,           0.0085985,             0.99189,             0.97619,              0.9763,             0.76425,             0.01628,           0.0041764,           0.0031552,           0.0067924,           0.0067924,           0.0067924
                 164,            0.035564,           0.0070917,           0.0047884,             0.99189,             0.97619,              0.9763,             0.76425,             0.01628,           0.0041764,           0.0031552,           0.0067726,           0.0067726,           0.0067726
                 165,            0.033668,           0.0072642,           0.0078767,             0.99504,             0.97619,             0.97587,             0.73617,            0.015665,           0.0041542,           0.0031414,           0.0067528,           0.0067528,           0.0067528
                 166,            0.032411,           0.0069838,            0.004913,             0.99821,             0.97619,             0.97536,             0.73911,             0.01487,           0.0040944,           0.0030599,            0.006733,            0.006733,            0.006733
                 167,            0.031743,           0.0073586,             0.00552,             0.99739,             0.97619,             0.97602,             0.59775,            0.018463,           0.0042384,           0.0030764,           0.0067132,           0.0067132,           0.0067132
                 168,            0.040271,           0.0082351,           0.0054093,             0.99739,             0.97619,             0.97602,             0.59775,            0.018463,           0.0042384,           0.0030764,           0.0066934,           0.0066934,           0.0066934
                 169,            0.034627,           0.0066066,           0.0073882,             0.99713,             0.97619,             0.99409,             0.66543,            0.014595,           0.0040479,           0.0030253,           0.0066736,           0.0066736,           0.0066736
                 170,            0.033578,           0.0074802,           0.0045452,             0.99711,             0.97619,             0.97547,             0.66696,            0.016093,           0.0040597,           0.0029237,           0.0066538,           0.0066538,           0.0066538
                 171,            0.037952,            0.009128,           0.0051192,             0.99717,             0.97619,             0.97942,             0.70093,            0.015461,           0.0040738,           0.0029345,            0.006634,            0.006634,            0.006634
                 172,             0.03326,           0.0094724,           0.0045274,             0.99717,             0.97619,             0.97942,             0.70093,            0.015461,           0.0040738,           0.0029345,           0.0066142,           0.0066142,           0.0066142
                 173,            0.032005,           0.0087697,           0.0045199,             0.99715,             0.97617,             0.97552,             0.82227,            0.014318,           0.0039472,           0.0028913,           0.0065944,           0.0065944,           0.0065944
                 174,            0.025085,           0.0073183,           0.0043833,             0.99754,             0.97619,             0.97558,             0.72586,            0.013308,            0.003874,           0.0028111,           0.0065746,           0.0065746,           0.0065746
                 175,            0.029166,            0.007536,           0.0045394,               0.786,             0.90476,             0.89074,             0.59783,            0.018986,           0.0041674,           0.0027558,           0.0065548,           0.0065548,           0.0065548
                 176,            0.039428,           0.0093036,           0.0052673,               0.786,             0.90476,             0.89074,             0.59783,            0.018986,           0.0041674,           0.0027558,            0.006535,            0.006535,            0.006535
                 177,            0.038767,           0.0077218,           0.0047255,             0.97653,             0.93261,             0.97699,             0.67512,            0.018063,           0.0040902,           0.0027058,           0.0065152,           0.0065152,           0.0065152
                 178,            0.036987,            0.006713,           0.0043732,             0.99822,             0.97619,             0.97569,             0.80821,            0.013984,            0.003891,            0.002626,           0.0064954,           0.0064954,           0.0064954
                 179,            0.035211,           0.0093378,           0.0044013,             0.99846,             0.97604,             0.99409,             0.75751,             0.01462,           0.0039154,           0.0025771,           0.0064756,           0.0064756,           0.0064756
                 180,            0.039824,           0.0099877,           0.0044713,             0.99846,             0.97604,             0.99409,             0.75751,             0.01462,           0.0039154,           0.0025771,           0.0064558,           0.0064558,           0.0064558
                 181,            0.034569,           0.0074267,           0.0041678,             0.99861,             0.97619,             0.97575,             0.82247,            0.014093,           0.0038187,           0.0025347,            0.006436,            0.006436,            0.006436
                 182,            0.032263,           0.0090145,           0.0057356,             0.99905,             0.97582,             0.99326,             0.76248,            0.015918,           0.0040387,           0.0025313,           0.0064162,           0.0064162,           0.0064162
                 183,            0.032578,            0.008638,           0.0051827,              0.9965,             0.97615,              0.9925,             0.77164,             0.01622,           0.0040652,           0.0025904,           0.0063964,           0.0063964,           0.0063964
                 184,            0.036483,           0.0086657,           0.0038437,              0.9965,             0.97615,              0.9925,             0.77164,             0.01622,           0.0040652,           0.0025904,           0.0063766,           0.0063766,           0.0063766
                 185,            0.034597,           0.0082703,           0.0044828,             0.99908,             0.97619,             0.97582,             0.79052,            0.013633,           0.0039133,            0.002605,           0.0063568,           0.0063568,           0.0063568
                 186,            0.034802,           0.0088491,           0.0053716,             0.99959,             0.97583,             0.99326,             0.72262,            0.015463,           0.0039076,           0.0025774,            0.006337,            0.006337,            0.006337
                 187,            0.032138,           0.0076655,           0.0045539,             0.99951,             0.97619,             0.98068,             0.78954,             0.01393,           0.0038169,           0.0026152,           0.0063172,           0.0063172,           0.0063172
                 188,            0.027104,           0.0079885,           0.0041548,             0.99951,             0.97619,             0.98068,             0.78954,             0.01393,           0.0038169,           0.0026152,           0.0062974,           0.0062974,           0.0062974
                 189,            0.028976,           0.0074019,           0.0042319,             0.99949,             0.97619,             0.98605,             0.83447,            0.011417,           0.0037147,            0.002607,           0.0062776,           0.0062776,           0.0062776
                 190,            0.027217,           0.0087617,           0.0047934,             0.99948,             0.97619,             0.97606,             0.79255,            0.011849,           0.0037285,           0.0025893,           0.0062578,           0.0062578,           0.0062578
                 191,            0.027805,           0.0084568,           0.0045974,             0.99913,             0.97619,             0.98308,             0.74771,             0.01461,           0.0038375,           0.0026114,            0.006238,            0.006238,            0.006238
                 192,             0.03262,            0.010379,           0.0037064,             0.99913,             0.97619,             0.98308,             0.74771,             0.01461,           0.0038375,           0.0026114,           0.0062182,           0.0062182,           0.0062182
                 193,            0.029147,           0.0072571,           0.0039583,             0.99918,             0.97619,             0.98224,             0.84014,            0.011434,           0.0037182,           0.0026205,           0.0061984,           0.0061984,           0.0061984
                 194,            0.026368,           0.0072045,           0.0042304,             0.91665,             0.98116,             0.97459,             0.68009,            0.016293,           0.0039917,           0.0026105,           0.0061786,           0.0061786,           0.0061786
                 195,            0.031832,           0.0084801,           0.0073541,             0.99885,             0.97619,             0.97753,             0.81082,             0.01374,           0.0039302,           0.0026081,           0.0061588,           0.0061588,           0.0061588
                 196,            0.027752,           0.0089154,           0.0040701,             0.99885,             0.97619,             0.97753,             0.81082,             0.01374,           0.0039302,           0.0026081,            0.006139,            0.006139,            0.006139
                 197,            0.025986,           0.0076571,           0.0048661,             0.99907,             0.97619,             0.97743,             0.82176,            0.012786,           0.0039636,           0.0026267,           0.0061192,           0.0061192,           0.0061192
                 198,            0.030406,            0.008394,           0.0046154,              0.9989,             0.97619,             0.97546,             0.72054,            0.014376,           0.0040544,           0.0026043,           0.0060994,           0.0060994,           0.0060994
                 199,            0.028661,           0.0076451,           0.0051044,             0.99914,             0.97619,              0.9754,             0.73709,             0.01559,           0.0040566,           0.0026663,           0.0060796,           0.0060796,           0.0060796
                 200,            0.032602,           0.0078182,           0.0053681,             0.99914,             0.97619,              0.9754,             0.73709,             0.01559,           0.0040566,           0.0026663,           0.0060598,           0.0060598,           0.0060598
                 201,            0.029706,           0.0073857,           0.0054138,              0.9991,             0.97614,             0.97539,             0.73055,             0.01517,           0.0040349,           0.0026669,             0.00604,             0.00604,             0.00604
                 202,            0.025875,           0.0070018,           0.0041517,             0.99887,             0.97619,             0.97542,              0.8546,            0.010475,           0.0038854,           0.0026172,           0.0060202,           0.0060202,           0.0060202
                 203,            0.023478,           0.0064896,           0.0054155,             0.99916,             0.97619,             0.97543,             0.77958,            0.013864,           0.0041323,           0.0025811,           0.0060004,           0.0060004,           0.0060004
                 204,            0.028929,           0.0074101,           0.0042642,             0.99916,             0.97619,             0.97543,             0.77958,            0.013864,           0.0041323,           0.0025811,           0.0059806,           0.0059806,           0.0059806
                 205,            0.029973,           0.0079489,           0.0050937,             0.97391,             0.97619,             0.97425,             0.76116,            0.013693,            0.004242,           0.0025821,           0.0059608,           0.0059608,           0.0059608
                 206,             0.02744,           0.0072599,           0.0043122,             0.99801,             0.97619,             0.97543,             0.79851,            0.011915,           0.0039741,           0.0026316,            0.005941,            0.005941,            0.005941
                 207,            0.026835,           0.0065652,           0.0053048,             0.78507,             0.97619,              0.9237,             0.64055,            0.024502,           0.0046841,           0.0026953,           0.0059212,           0.0059212,           0.0059212
                 208,            0.041706,           0.0087038,           0.0042181,             0.78507,             0.97619,              0.9237,             0.64055,            0.024502,           0.0046841,           0.0026953,           0.0059014,           0.0059014,           0.0059014
                 209,            0.038946,           0.0085282,           0.0045965,             0.74976,             0.97619,             0.90129,             0.66675,            0.025443,           0.0047404,           0.0027413,           0.0058816,           0.0058816,           0.0058816
                 210,            0.038033,           0.0091634,           0.0048764,             0.99905,             0.97619,             0.97609,              0.7668,            0.011439,           0.0039831,           0.0027869,           0.0058618,           0.0058618,           0.0058618
                 211,            0.028802,           0.0078326,           0.0059142,             0.99977,             0.97619,             0.97617,             0.77345,            0.011539,           0.0038743,           0.0027706,            0.005842,            0.005842,            0.005842
                 212,            0.024052,           0.0082355,           0.0043572,             0.99977,             0.97619,             0.97617,             0.77345,            0.011539,           0.0038743,           0.0027706,           0.0058222,           0.0058222,           0.0058222
                 213,            0.025371,           0.0093783,           0.0046857,             0.99962,             0.97615,             0.97614,              0.8254,            0.011995,           0.0038464,           0.0027485,           0.0058024,           0.0058024,           0.0058024
                 214,            0.025542,           0.0084894,           0.0056974,             0.99891,             0.97619,             0.97625,             0.83117,            0.010076,           0.0037703,           0.0027432,           0.0057826,           0.0057826,           0.0057826
                 215,            0.025282,           0.0088451,           0.0056119,              0.9995,             0.97619,             0.97547,             0.69508,            0.013899,           0.0038894,           0.0027125,           0.0057628,           0.0057628,           0.0057628
                 216,            0.029281,            0.007657,           0.0051189,              0.9995,             0.97619,             0.97547,             0.69508,            0.013899,           0.0038894,           0.0027125,            0.005743,            0.005743,            0.005743
                 217,            0.027135,           0.0080562,            0.004997,              0.9998,             0.97619,             0.97549,             0.70062,            0.013344,           0.0038728,           0.0027051,           0.0057232,           0.0057232,           0.0057232
                 218,            0.025686,           0.0072705,           0.0048259,             0.99991,             0.97619,             0.97552,             0.87062,             0.01012,           0.0036624,            0.002676,           0.0057034,           0.0057034,           0.0057034
                 219,            0.025416,           0.0079143,           0.0061858,             0.99973,             0.97619,             0.97555,             0.73799,            0.013159,           0.0037914,           0.0026227,           0.0056836,           0.0056836,           0.0056836
                 220,             0.02949,           0.0068354,           0.0039138,             0.99973,             0.97619,             0.97555,             0.73799,            0.013159,           0.0037914,           0.0026227,           0.0056638,           0.0056638,           0.0056638
                 221,            0.027249,           0.0069475,            0.004183,             0.99996,             0.97619,             0.97821,             0.80335,            0.010727,           0.0036563,           0.0025846,            0.005644,            0.005644,            0.005644
                 222,            0.024789,           0.0079816,           0.0046276,             0.99977,             0.97619,             0.97558,             0.74118,            0.012907,           0.0037726,           0.0025776,           0.0056242,           0.0056242,           0.0056242
                 223,            0.026811,           0.0063251,           0.0041963,             0.94159,             0.97619,             0.96326,             0.69275,            0.014267,           0.0038442,           0.0025393,           0.0056044,           0.0056044,           0.0056044
                 224,            0.030122,           0.0073618,            0.004156,             0.94159,             0.97619,             0.96326,             0.69275,            0.014267,           0.0038442,           0.0025393,           0.0055846,           0.0055846,           0.0055846
                 225,            0.027705,           0.0084891,           0.0045105,             0.99957,             0.97619,              0.9774,             0.76393,            0.013249,             0.00375,           0.0025187,           0.0055648,           0.0055648,           0.0055648
                 226,            0.025356,           0.0065249,           0.0043334,             0.99949,             0.97619,             0.97578,             0.80841,            0.010082,           0.0036198,            0.002511,            0.005545,            0.005545,            0.005545
                 227,            0.024375,           0.0074162,           0.0037423,             0.95417,             0.97619,             0.96929,             0.68173,            0.014906,            0.003865,           0.0024475,           0.0055252,           0.0055252,           0.0055252
                 228,            0.030241,            0.008429,           0.0038212,             0.95417,             0.97619,             0.96929,             0.68173,            0.014906,            0.003865,           0.0024475,           0.0055054,           0.0055054,           0.0055054
                 229,            0.027575,           0.0078804,           0.0040827,             0.95423,             0.97619,             0.96982,              0.7724,            0.012264,           0.0037072,           0.0024382,           0.0054856,           0.0054856,           0.0054856
                 230,            0.025871,           0.0077226,           0.0048337,             0.99981,             0.97619,             0.97593,             0.67631,            0.011756,           0.0036752,           0.0024291,           0.0054658,           0.0054658,           0.0054658
                 231,            0.025954,           0.0076109,           0.0050934,             0.99984,             0.97619,             0.97962,             0.80329,            0.012608,           0.0036943,           0.0023756,            0.005446,            0.005446,            0.005446
                 232,            0.026454,           0.0074509,           0.0044188,             0.99984,             0.97619,             0.97962,             0.80329,            0.012608,           0.0036943,           0.0023756,           0.0054262,           0.0054262,           0.0054262
                 233,            0.024753,           0.0069154,            0.003924,             0.99981,             0.97619,             0.97912,             0.80999,            0.012125,           0.0036707,           0.0023624,           0.0054064,           0.0054064,           0.0054064
                 234,            0.022054,           0.0065571,           0.0035816,             0.99984,             0.97619,              0.9925,             0.73362,            0.011241,           0.0035804,           0.0023473,           0.0053866,           0.0053866,           0.0053866
                 235,            0.024181,           0.0082485,           0.0056462,             0.99998,             0.97619,             0.97588,             0.76749,             0.01307,           0.0037756,           0.0023103,           0.0053668,           0.0053668,           0.0053668
                 236,            0.029605,           0.0070296,           0.0037703,             0.99998,             0.97619,             0.97588,             0.76749,             0.01307,           0.0037756,           0.0023103,            0.005347,            0.005347,            0.005347
                 237,            0.023885,           0.0077386,           0.0035006,                   1,             0.97619,             0.97591,             0.80981,            0.010147,           0.0036696,           0.0022985,           0.0053272,           0.0053272,           0.0053272
                 238,            0.023073,           0.0091815,            0.004662,             0.99984,             0.97619,             0.99409,             0.69774,            0.013109,           0.0037473,           0.0022776,           0.0053074,           0.0053074,           0.0053074
                 239,            0.023806,           0.0064205,           0.0031518,              0.9997,             0.97619,             0.97597,             0.73902,            0.015196,           0.0038773,           0.0022336,           0.0052876,           0.0052876,           0.0052876
                 240,            0.028512,           0.0074944,           0.0035999,              0.9997,             0.97619,             0.97597,             0.73902,            0.015196,           0.0038773,           0.0022336,           0.0052678,           0.0052678,           0.0052678
                 241,             0.02861,           0.0091696,           0.0034866,             0.99915,             0.97619,             0.97604,             0.75393,            0.015148,           0.0038315,           0.0022328,            0.005248,            0.005248,            0.005248
                 242,            0.025058,           0.0075895,           0.0044253,             0.99949,             0.97619,             0.97591,             0.83748,            0.010162,           0.0035413,            0.002262,           0.0052282,           0.0052282,           0.0052282
                 243,            0.022546,           0.0079123,           0.0038165,             0.77726,             0.97619,             0.84731,             0.64404,            0.015276,           0.0038605,           0.0022653,           0.0052084,           0.0052084,           0.0052084
                 244,            0.028231,           0.0074641,           0.0033258,             0.77726,             0.97619,             0.84731,             0.64404,            0.015276,           0.0038605,           0.0022653,           0.0051886,           0.0051886,           0.0051886
                 245,            0.025391,           0.0094354,           0.0035799,             0.75547,             0.95063,             0.82438,             0.65669,            0.016125,           0.0039523,            0.002279,           0.0051688,           0.0051688,           0.0051688
                 246,            0.024553,           0.0076608,           0.0050353,             0.82217,              0.9668,             0.85472,             0.66103,             0.01253,           0.0037362,           0.0022999,            0.005149,            0.005149,            0.005149
                 247,            0.022983,           0.0075041,           0.0043654,             0.99988,             0.97619,             0.97579,             0.69091,            0.019574,           0.0042369,           0.0023217,           0.0051292,           0.0051292,           0.0051292
                 248,            0.028701,           0.0071274,           0.0032095,             0.99988,             0.97619,             0.97579,             0.69091,            0.019574,           0.0042369,           0.0023217,           0.0051094,           0.0051094,           0.0051094
                 249,            0.028953,           0.0066385,           0.0051077,             0.99979,             0.97619,             0.97583,             0.69806,            0.018033,            0.004192,           0.0023492,           0.0050896,           0.0050896,           0.0050896
                 250,            0.025359,           0.0077272,           0.0039112,             0.99988,             0.97619,             0.97593,              0.8438,            0.010945,           0.0036498,           0.0023672,           0.0050698,           0.0050698,           0.0050698
                 251,            0.020515,           0.0078371,           0.0036717,             0.99987,             0.97619,             0.97882,             0.76908,            0.015173,           0.0038607,           0.0024022,             0.00505,             0.00505,             0.00505
                 252,            0.029146,           0.0090812,           0.0045325,             0.99987,             0.97619,             0.97882,             0.76908,            0.015173,           0.0038607,           0.0024022,           0.0050302,           0.0050302,           0.0050302
                 253,            0.027001,           0.0071992,           0.0043728,             0.94309,             0.97619,             0.96881,             0.75937,            0.014967,           0.0038337,           0.0024257,           0.0050104,           0.0050104,           0.0050104
                 254,             0.02427,           0.0069114,           0.0036234,             0.99996,             0.97619,             0.97598,             0.85708,            0.011235,           0.0035527,           0.0024167,           0.0049906,           0.0049906,           0.0049906
                 255,            0.023475,            0.006976,           0.0041515,             0.99977,             0.97619,             0.97972,             0.80765,            0.010793,           0.0035197,           0.0024733,           0.0049708,           0.0049708,           0.0049708
                 256,            0.025129,           0.0066514,           0.0039113,             0.99977,             0.97619,             0.97972,             0.80765,            0.010793,           0.0035197,           0.0024733,            0.004951,            0.004951,            0.004951
                 257,            0.024511,            0.007052,           0.0058956,             0.99991,             0.97619,             0.98083,             0.81615,            0.010626,           0.0035031,           0.0024795,           0.0049312,           0.0049312,           0.0049312
                 258,            0.021282,           0.0070977,           0.0033544,             0.99991,             0.97619,             0.97597,             0.88277,           0.0087886,           0.0033275,            0.002478,           0.0049114,           0.0049114,           0.0049114
                 259,            0.018203,           0.0072836,           0.0039389,             0.99973,             0.97619,             0.97607,             0.74127,            0.011889,           0.0035862,            0.002467,           0.0048916,           0.0048916,           0.0048916
                 260,            0.023468,           0.0073592,           0.0044913,             0.99973,             0.97619,             0.97607,             0.74127,            0.011889,           0.0035862,            0.002467,           0.0048718,           0.0048718,           0.0048718
                 261,            0.024047,           0.0084244,            0.003704,             0.99964,             0.97619,             0.97611,             0.73437,            0.011073,           0.0035994,           0.0024572,            0.004852,            0.004852,            0.004852
                 262,            0.023015,           0.0058724,           0.0052719,             0.99938,             0.97619,             0.97605,             0.87084,            0.010368,            0.003591,           0.0024365,           0.0048322,           0.0048322,           0.0048322
